2346685;58575.612671;5.600586;292878103.000000
2346705;58575.813965;5.600586;292879110.000000
2346709;58575.855713;5.600952;292879320.000000
2346713;58575.893677;5.600220;292879506.000000
2346717;58575.933838;5.600220;292879706.000000
2346721;58575.973267;5.600830;292879905.000000
2346725;58576.013062;5.600708;292880104.000000
2346729;58576.053101;5.600708;292880305.000000
2346733;58576.093018;5.600342;292880503.000000
2346737;58576.133667;5.599854;292880705.000000
2346741;58576.172974;5.599976;292880903.000000
2346745;58576.213135;5.600342;292881104.000000
2346749;58576.253662;5.600098;292881306.000000
2346753;58576.293213;5.600098;292881505.000000
2346757;58576.333130;5.599976;292881705.000000
2346761;58576.373535;5.600342;292881906.000000
2346765;58576.413452;5.600098;292882106.000000
2346769;58576.453369;5.599609;292882304.000000
2346773;58576.492920;5.599731;292882502.000000
2346777;58576.533081;5.600464;292882704.000000
2346781;58576.574463;5.599487;292882910.000000
2346785;58576.612671;5.599976;292883102.000000
2346789;58576.652954;5.600342;292883304.000000
2346793;58576.692749;5.600342;292883503.000000
2346797;58576.732422;5.600098;292883704.000000
2346805;58576.807251;5.599487;292884072.000000
2346809;58576.853149;5.599609;292884303.000000
2346813;58576.893188;5.599731;292884504.000000
2346817;58576.932983;5.599731;292884703.000000
2346821;58576.973145;5.599976;292884905.000000
2346825;58577.013306;5.599365;292885104.000000
2346829;58577.052979;5.599487;292885303.000000
2346833;58577.093140;5.600098;292885505.000000
2346837;58577.133179;5.598511;292885704.000000
2346841;58577.172729;5.598755;292885902.000000
2346845;58577.214355;5.598755;292886110.000000
2346849;58577.253296;5.598999;292886304.000000
2346853;58577.292969;5.599609;292886503.000000
2346857;58577.334595;5.599976;292886712.000000
2346861;58577.373169;5.599976;292886904.000000
2346865;58577.412720;5.599976;292887103.000000
2346869;58577.453369;5.599731;292887304.000000
2346873;58577.493164;5.600342;292887504.000000
2346877;58577.532837;5.600586;292887703.000000
2346881;58577.572998;5.600342;292887903.000000
2346885;58577.613037;5.600464;292888104.000000
2346889;58577.652954;5.600342;292888303.000000
2346893;58577.692993;5.600220;292888502.000000
2346897;58577.733643;5.600342;292888706.000000
2346901;58577.773926;5.600220;292888908.000000
2346905;58577.813599;5.600098;292889107.000000
2346909;58577.853149;5.600708;292889306.000000
2346913;58577.893921;5.600220;292889507.000000
2346917;58577.933838;5.600342;292889706.000000
2346921;58577.973145;5.600708;292889903.000000
2346925;58578.012939;5.600586;292890102.000000
2346929;58578.053833;5.600708;292890308.000000
2346933;58578.094360;5.600464;292890510.000000
2346937;58578.133545;5.599976;292890705.000000
2346941;58578.173096;5.600098;292890904.000000
2346945;58578.213135;5.600464;292891105.000000
2346949;58578.253662;5.600342;292891306.000000
2346953;58578.293213;5.600098;292891505.000000
2346957;58578.333130;5.599854;292891704.000000
2346961;58578.373535;5.600342;292891906.000000
2346965;58578.413208;5.600220;292892105.000000
2346969;58578.453369;5.599854;292892306.000000
2346973;58578.493286;5.599731;292892505.000000
2346977;58578.532837;5.600464;292892704.000000
2346981;58578.573608;5.599487;292892906.000000
2346985;58578.612793;5.599854;292893102.000000
2346989;58578.653076;5.600342;292893304.000000
2346993;58578.692993;5.600220;292893503.000000
2346997;58578.733032;5.599854;292893705.000000
2347005;58578.807251;5.599487;292894073.000000
2347009;58578.853882;5.599365;292894306.000000
2347013;58578.893433;5.599731;292894505.000000
2347017;58578.932861;5.599731;292894703.000000
2347021;58578.972534;5.600220;292894903.000000
2347025;58579.013062;5.599854;292895104.000000
2347029;58579.053223;5.599487;292895304.000000
2347033;58579.092896;5.600098;292895503.000000
2347037;58579.133057;5.598633;292895702.000000
2347041;58579.173462;5.598877;292895906.000000
2347045;58579.213745;5.598877;292896107.000000
2347049;58579.253174;5.599121;292896304.000000
2347053;58579.293335;5.599854;292896506.000000
2347057;58579.333130;5.599854;292896704.000000
2347061;58579.373047;5.599731;292896903.000000
2347065;58579.412964;5.599976;292897104.000000
2347069;58579.453491;5.599854;292897305.000000
2347073;58579.493408;5.600220;292897505.000000
2347077;58579.532959;5.600586;292897704.000000
2347081;58579.574829;5.600464;292897913.000000
2347085;58579.612915;5.600586;292898104.000000
2347089;58579.653320;5.600342;292898305.000000
2347093;58579.693726;5.600098;292898506.000000
2347097;58579.734009;5.600586;292898708.000000
2347101;58579.773682;5.600464;292898907.000000
2347105;58579.813354;5.600342;292899106.000000
2347109;58579.853149;5.600586;292899306.000000
2347113;58579.894165;5.599976;292899508.000000
2347117;58579.934082;5.600098;292899707.000000
2347121;58579.973511;5.600464;292899905.000000
2347125;58580.014282;5.600342;292900109.000000
2347129;58580.053223;5.600464;292900305.000000
2347133;58580.093628;5.599976;292900505.000000
2347137;58580.133789;5.599731;292900705.000000
2347141;58580.173706;5.599976;292900906.000000
2347145;58580.213501;5.600342;292901106.000000
2347149;58580.253296;5.600220;292901305.000000
2347153;58580.293457;5.600464;292901507.000000
2347157;58580.334229;5.599976;292901710.000000
2347161;58580.373413;5.600586;292901906.000000
2347165;58580.413452;5.600220;292902107.000000
2347169;58580.453613;5.599854;292902306.000000
2347173;58580.493530;5.599854;292902506.000000
2347177;58580.532959;5.600830;292902705.000000
2347181;58580.572998;5.599731;292902904.000000
2347185;58580.612793;5.599976;292903103.000000
2347189;58580.653076;5.600586;292903305.000000
2347193;58580.692749;5.600220;292903503.000000
2347197;58580.732788;5.599854;292903704.000000
2347205;58580.807373;5.599609;292904073.000000
2347209;58580.853394;5.599121;292904303.000000
2347213;58580.893433;5.599609;292904504.000000
2347217;58580.933472;5.599731;292904705.000000
2347221;58580.972778;5.600098;292904904.000000
2347225;58581.013062;5.599609;292905104.000000
2347229;58581.053467;5.599365;292905305.000000
2347233;58581.094482;5.600220;292905512.000000
2347237;58581.133301;5.598633;292905704.000000
2347241;58581.173340;5.598755;292905904.000000
2347245;58581.213745;5.598877;292906106.000000
2347249;58581.253662;5.599121;292906305.000000
2347253;58581.293091;5.599854;292906504.000000
2347257;58581.333252;5.599976;292906705.000000
2347261;58581.373291;5.600098;292906905.000000
2347265;58581.412842;5.600342;292907104.000000
2347269;58581.453491;5.599854;292907306.000000
2347273;58581.493286;5.600098;292907505.000000
2347277;58581.532959;5.600342;292907703.000000
2347281;58581.573120;5.600464;292907904.000000
2347285;58581.613037;5.600464;292908104.000000
2347289;58581.652832;5.600464;292908303.000000
2347293;58581.693359;5.600342;292908504.000000
2347297;58581.733765;5.600464;292908707.000000
2347301;58581.774048;5.600464;292908909.000000
2347305;58581.813477;5.600342;292909107.000000
2347309;58581.854004;5.600708;292909311.000000
2347313;58581.893921;5.600220;292909507.000000
2347317;58581.933838;5.600098;292909706.000000
2347321;58581.973511;5.600586;292909905.000000
2347325;58582.013428;5.600342;292910104.000000
2347329;58582.053467;5.600342;292910305.000000
2347333;58582.093750;5.600220;292910507.000000
2347337;58582.133911;5.599731;292910706.000000
2347341;58582.173462;5.599854;292910905.000000
2347345;58582.213623;5.600220;292911107.000000
2347349;58582.253540;5.599609;292911305.000000
2347353;58582.293091;5.600220;292911505.000000
2347357;58582.333374;5.599976;292911706.000000
2347361;58582.373169;5.600342;292911905.000000
2347365;58582.413208;5.600220;292912106.000000
2347369;58582.453491;5.599731;292912306.000000
2347373;58582.493652;5.599854;292912507.000000
2347377;58582.532959;5.600464;292912704.000000
2347381;58582.573242;5.599731;292912905.000000
2347385;58582.615112;5.600098;292913114.000000
2347389;58582.653320;5.600464;292913305.000000
2347393;58582.693237;5.600342;292913505.000000
2347397;58582.732544;5.600342;292913704.000000
2347405;58582.807617;5.599609;292914074.000000
2347409;58582.853394;5.599243;292914304.000000
2347413;58582.893677;5.599731;292914506.000000
2347417;58582.933472;5.599731;292914705.000000
2347421;58582.973633;5.599731;292914906.000000
2347425;58583.013672;5.599487;292915105.000000
2347429;58583.053223;5.599609;292915304.000000
2347433;58583.093140;5.600220;292915505.000000
2347437;58583.133423;5.598633;292915704.000000
2347441;58583.173462;5.598755;292915905.000000
2347445;58583.213501;5.598999;292916106.000000
2347449;58583.253296;5.599121;292916304.000000
2347453;58583.293457;5.599731;292916506.000000
2347457;58583.333252;5.599854;292916704.000000
2347461;58583.375000;5.599976;292916913.000000
2347465;58583.413086;5.600342;292917104.000000
2347469;58583.453003;5.600220;292917303.000000
2347473;58583.493286;5.600464;292917505.000000
2347477;58583.533081;5.600464;292917704.000000
2347481;58583.573608;5.600220;292917906.000000
2347485;58583.613037;5.600586;292918105.000000
2347489;58583.652954;5.600464;292918304.000000
2347493;58583.693481;5.600098;292918505.000000
2347497;58583.734009;5.600464;292918708.000000
2347501;58583.773926;5.600342;292918908.000000
2347505;58583.813721;5.600586;292919109.000000
2347509;58583.852905;5.600952;292919306.000000
2347513;58583.894043;5.600098;292919508.000000
2347517;58583.933960;5.600220;292919707.000000
2347521;58583.973633;5.600952;292919907.000000
2347525;58584.013306;5.600586;292920105.000000
2347529;58584.053955;5.600708;292920309.000000
2347533;58584.093628;5.600586;292920507.000000
2347537;58584.134888;5.599976;292920711.000000
2347541;58584.173950;5.600098;292920907.000000
2347545;58584.213623;5.600342;292921106.000000
2347549;58584.254028;5.599854;292921307.000000
2347553;58584.293457;5.600220;292921506.000000
2347557;58584.333862;5.599976;292921708.000000
2347561;58584.373657;5.600342;292921907.000000
2347565;58584.415649;5.600220;292922118.000000
2347569;58584.453613;5.599854;292922306.000000
2347573;58584.493408;5.599854;292922505.000000
2347577;58584.532715;5.600464;292922703.000000
2347581;58584.573853;5.599487;292922907.000000
2347585;58584.613037;5.599854;292923104.000000
2347589;58584.653320;5.600342;292923306.000000
2347593;58584.693115;5.600220;292923505.000000
2347597;58584.732788;5.600220;292923706.000000
2347605;58584.807495;5.599609;292924074.000000
2347609;58584.853271;5.599609;292924304.000000
2347613;58584.893555;5.599609;292924505.000000
2347617;58584.933960;5.599731;292924707.000000
2347621;58584.973511;5.599854;292924906.000000
2347625;58585.014526;5.599487;292925110.000000
2347629;58585.053345;5.599609;292925305.000000
2347633;58585.093140;5.599976;292925504.000000
2347637;58585.133789;5.598511;292925706.000000
2347641;58585.173706;5.598755;292925906.000000
2347645;58585.213867;5.598877;292926107.000000
2347649;58585.253784;5.598999;292926306.000000
2347653;58585.293579;5.599609;292926506.000000
2347657;58585.333374;5.599854;292926705.000000
2347661;58585.373413;5.599731;292926905.000000
2347665;58585.413330;5.599976;292927106.000000
2347669;58585.453369;5.599854;292927305.000000
2347673;58585.493774;5.600098;292927507.000000
2347677;58585.533325;5.600464;292927705.000000
2347681;58585.574463;5.600464;292927911.000000
2347685;58585.613281;5.600464;292928105.000000
2347689;58585.653687;5.600464;292928307.000000
2347693;58585.693726;5.600220;292928506.000000
2347697;58585.734131;5.600464;292928709.000000
2347701;58585.773804;5.600464;292928908.000000
2347705;58585.814087;5.600342;292929110.000000
2347709;58585.853516;5.600952;292929309.000000
2347713;58585.893555;5.600464;292929507.000000
2347717;58585.933594;5.600464;292929706.000000
2347721;58585.973389;5.600830;292929905.000000
2347725;58586.013062;5.600464;292930103.000000
2347729;58586.053711;5.600464;292930307.000000
2347733;58586.093872;5.600220;292930508.000000
2347737;58586.134155;5.599976;292930708.000000
2347741;58586.173828;5.599976;292930907.000000
2347745;58586.213501;5.600220;292931106.000000
2347749;58586.253662;5.599976;292931306.000000
2347753;58586.293579;5.600220;292931507.000000
2347757;58586.334595;5.599976;292931711.000000
2347761;58586.373901;5.600342;292931907.000000
2347765;58586.413818;5.600098;292932108.000000
2347769;58586.454102;5.599731;292932309.000000
2347773;58586.493530;5.599854;292932506.000000
2347777;58586.533325;5.600464;292932706.000000
2347781;58586.573730;5.599609;292932907.000000
2347785;58586.613525;5.599976;292933106.000000
2347789;58586.653198;5.600464;292933305.000000
2347793;58586.692993;5.600342;292933504.000000
2347797;58586.732910;5.600098;292933705.000000
2347805;58586.807251;5.599731;292934074.000000
2347809;58586.853882;5.599243;292934306.000000
2347813;58586.893555;5.599487;292934505.000000
2347817;58586.933960;5.599609;292934707.000000
2347821;58586.973389;5.599609;292934905.000000
2347825;58587.013794;5.599487;292935107.000000
2347829;58587.053467;5.599609;292935306.000000
2347833;58587.094971;5.600098;292935514.000000
2347837;58587.133789;5.598389;292935705.000000
2347841;58587.174072;5.598755;292935908.000000
2347845;58587.213867;5.598999;292936107.000000
2347849;58587.253662;5.599243;292936306.000000
2347853;58587.293213;5.599731;292936505.000000
2347857;58587.333496;5.599976;292936707.000000
2347861;58587.373291;5.599854;292936904.000000
2347865;58587.413208;5.600342;292937105.000000
2347869;58587.453857;5.599976;292937307.000000
2347873;58587.493530;5.600220;292937506.000000
2347877;58587.533325;5.600342;292937705.000000
2347881;58587.573486;5.600342;292937906.000000
2347885;58587.613525;5.600220;292938106.000000
2347889;58587.653442;5.600464;292938306.000000
