1908044;;;;;;322.60;0.00;-0.30;18.60
1908094;;;;;;321.60;-0.10;0.20;18.60
1908144;;;;;;319.80;0.00;-0.40;18.60
1908194;;;;;;320.30;-0.30;-0.10;18.60
1908245;;;;;;320.70;0.00;0.10;18.60
1908295;;;;;;321.30;0.20;-0.20;18.60
1908345;;;;;;323.00;-0.10;-0.20;18.70
1908395;;;;;;320.80;0.10;0.20;18.70
1908445;;;;;;320.90;0.10;-0.30;18.70
1908495;;;;;;320.10;-0.10;-0.10;18.70
1908545;;;;;;321.10;0.10;0.10;18.70
1908595;;;;;;322.50;0.30;-0.20;18.70
1908645;;;;;;319.60;-0.10;0.00;18.70
1908695;;;;;;319.40;0.00;0.00;18.70
1908745;;;;;;321.70;0.10;-0.30;18.70
1908795;;;;;;321.00;-0.20;0.00;18.70
1908845;;;;;;320.00;0.00;-0.30;18.70
1908895;;;;;;320.60;0.00;-0.30;18.70
1908945;;;;;;319.90;-0.20;0.20;18.70
1908995;;;;;;323.40;0.00;-0.30;18.70
1909045;;;;;;319.50;0.00;0.20;18.70
1909094;;;;;;319.70;0.00;0.10;18.70
1909144;;;;;;322.70;0.10;-0.20;18.70
1909194;;;;;;321.20;-0.20;0.30;18.70
1909244;;;;;;320.80;-0.10;0.10;18.70
1909294;;;;;;319.70;0.00;-0.30;18.70
1909344;;;;;;320.70;-0.20;0.20;18.70
1909394;;;;;;322.30;0.10;-0.10;18.60
1909444;;;;;;319.90;0.20;0.00;18.70
1909494;;;;;;318.60;-0.10;0.20;18.70
1909544;;;;;;321.80;-0.20;-0.30;18.60
1909594;;;;;;322.30;-0.30;0.10;18.60
1909644;;;;;;320.00;0.20;0.10;18.60
1909692;;;;;;319.20;0.00;-0.30;18.60
1909742;;;;;;319.50;-0.20;0.20;18.60
1909792;;;;;;322.00;0.10;-0.20;18.60
1909842;;;;;;319.60;-0.10;0.00;18.60
1909892;;;;;;317.80;-0.20;0.30;18.60
1909942;;;;;;320.90;0.10;-0.20;18.60
1909992;;;;;;321.10;-0.20;0.20;18.60
1910043;;;;;;319.80;-0.20;0.30;18.60
1910093;;;;;;319.50;0.10;-0.20;18.70
1910143;;;;;;319.90;-0.10;0.10;18.60
1910193;;;;;;321.80;-0.10;-0.30;18.60
1910243;;;;;;318.00;0.10;0.10;18.60
1910293;;;;;;320.00;-0.10;0.30;18.60
1910343;;;;;;319.40;-0.10;-0.10;18.60
