1878075;;;;;;319.90;0.10;-0.20;18.70
1878127;;;;;;321.00;-0.20;0.10;18.70
1878177;;;;;;322.90;0.00;-0.10;18.70
1878227;;;;;;320.60;0.00;0.00;18.70
1878277;;;;;;318.80;0.00;0.20;18.70
1878327;;;;;;320.40;0.00;0.00;18.70
1878377;;;;;;322.90;-0.20;-0.10;18.70
1878427;;;;;;321.30;-0.10;0.10;18.60
1878477;;;;;;320.00;0.20;-0.20;18.60
1878527;;;;;;319.70;0.10;-0.10;18.60
1878577;;;;;;319.30;-0.20;0.20;18.70
1878627;;;;;;322.20;0.30;-0.10;18.70
1878677;;;;;;322.30;-0.20;-0.10;18.70
1878727;;;;;;319.10;0.00;0.10;18.70
1878777;;;;;;320.20;0.10;-0.30;18.70
1878827;;;;;;321.80;-0.20;0.00;18.70
1878877;;;;;;322.00;-0.10;-0.10;18.70
1878927;;;;;;320.40;0.20;-0.40;18.70
1878977;;;;;;318.90;0.00;0.10;18.70
1879027;;;;;;319.40;0.00;-0.10;18.70
1879077;;;;;;321.50;0.10;-0.40;18.70
1879127;;;;;;322.10;-0.10;0.00;18.70
1879177;;;;;;320.00;0.00;-0.10;18.70
1879227;;;;;;320.00;0.00;-0.30;18.70
1879278;;;;;;321.20;0.10;0.10;18.70
1879328;;;;;;321.20;0.20;-0.30;18.70
1879378;;;;;;318.40;-0.10;0.10;18.70
1879428;;;;;;320.60;0.00;0.00;18.70
1879478;;;;;;322.80;0.10;-0.30;18.80
1879528;;;;;;320.40;-0.20;0.20;18.70
1879578;;;;;;318.30;0.10;0.10;18.70
1879628;;;;;;320.50;0.10;-0.20;18.70
1879678;;;;;;320.90;-0.20;0.30;18.70
1879728;;;;;;319.30;0.00;-0.20;18.70
1879778;;;;;;319.70;-0.10;0.20;18.70
1879828;;;;;;320.50;-0.20;-0.10;18.70
1879878;;;;;;319.10;0.10;-0.40;18.70
1879928;;;;;;320.30;0.00;0.10;18.70
1879978;;;;;;320.30;0.10;-0.30;18.70
1880028;;;;;;319.20;-0.10;0.20;18.70
1880078;;;;;;321.10;0.10;-0.40;18.70
1880128;;;;;;318.50;-0.10;0.10;18.70
1880178;;;;;;321.40;0.10;-0.20;18.70
1880228;;;;;;319.90;0.00;-0.10;18.70
1880278;;;;;;317.10;-0.10;0.10;18.70
1880328;;;;;;321.70;0.00;-0.40;18.70
1880375;;;;;;319.80;0.00;0.20;18.70
1880425;;;;;;317.70;0.00;0.20;18.70
1880475;;;;;;319.00;-0.20;-0.50;18.70
1880526;;;;;;320.10;-0.10;0.00;18.70
1880577;;;;;;321.40;0.10;-0.10;18.70
1880627;;;;;;318.60;-0.20;0.10;18.70
1880677;;;;;;318.50;0.00;0.20;18.60
1880727;;;;;;322.60;0.10;-0.40;18.60
1880777;;;;;;317.40;-0.10;0.30;18.60
1880827;;;;;;320.10;0.20;-0.30;18.70
1880877;;;;;;319.50;-0.10;0.30;18.70
1880927;;;;;;319.50;0.20;-0.40;18.70
1880977;;;;;;322.10;-0.20;0.00;18.70
1881027;;;;;;319.00;0.10;-0.30;18.70
1881077;;;;;;322.20;-0.10;-0.10;18.70
1881127;;;;;;321.10;-0.10;0.20;18.70
1881177;;;;;;319.10;0.10;-0.30;18.70
1881228;;;;;;319.50;-0.10;0.10;18.70
1881278;;;;;;322.80;0.10;-0.30;18.70
1881328;;;;;;320.60;-0.20;-0.20;18.60
1881378;;;;;;319.90;0.10;0.10;18.60
1881428;;;;;;323.00;0.00;-0.10;18.60
1881478;;;;;;318.60;-0.30;0.30;18.70
1881528;;;;;;319.60;0.10;-0.20;18.70
1881578;;;;;;321.80;0.10;-0.20;18.70
1881628;;;;;;320.30;0.00;0.10;18.70
1881679;;;;;;320.00;0.10;-0.30;18.60
1881729;;;;;;320.40;-0.10;0.10;18.60
1881779;;;;;;322.10;0.20;-0.10;18.60
1881829;;;;;;319.20;-0.10;0.00;18.70
1881879;;;;;;321.70;0.00;-0.10;18.70
1881929;;;;;;321.50;0.10;-0.30;18.60
1881979;;;;;;320.20;-0.10;0.30;18.60
1882029;;;;;;322.70;-0.20;-0.20;18.60
1882079;;;;;;320.70;-0.20;-0.10;18.60
1882129;;;;;;320.20;0.00;-0.20;18.60
1882179;;;;;;321.10;0.00;-0.20;18.60
1882229;;;;;;321.70;-0.10;0.10;18.60
1882279;;;;;;320.40;-0.10;-0.30;18.60
1882329;;;;;;321.40;0.00;0.10;18.60
1882379;;;;;;322.50;0.00;-0.20;18.70
1882429;;;;;;318.90;-0.10;0.20;18.70
1882479;;;;;;322.30;0.00;-0.10;18.70
1882529;;;;;;319.30;0.00;0.00;18.70
1882579;;;;;;320.30;0.20;0.10;18.70
1882629;;;;;;323.70;0.30;-0.40;18.60
1882679;;;;;;320.00;-0.10;0.10;18.60
1882729;;;;;;321.80;0.40;-0.40;18.60
1882779;;;;;;321.20;-0.10;0.10;18.60
1882829;;;;;;320.20;0.20;-0.20;18.60
1882879;;;;;;322.70;0.10;0.00;18.70
