13571;111216;134000.40;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
13621;111216;134001.39;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
13670;111216;134002.39;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
13720;111216;134003.40;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
13770;111216;134004.39;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
13820;111216;134005.39;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
13870;111216;134006.40;512145.6972N;091142.6101E;439.229105;0.00;0.17;0.17;0.00
13920;111216;134007.39;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
13970;111216;134008.39;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14019;111216;134009.24;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14069;111216;134010.42;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14119;111216;134011.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14169;111216;134012.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14219;111216;134013.42;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14269;111216;134014.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14319;111216;134015.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14369;111216;134016.42;512145.6972N;091142.6101E;439.229105;0.00;0.17;0.17;0.00
14419;111216;134017.41;512145.6972N;091142.6101E;439.229105;0.00;81.00;81.00;0.00
14469;111216;134018.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14519;111216;134019.24;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14569;111216;134020.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14619;111216;134021.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14669;111216;134022.42;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14719;111216;134023.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14767;111216;134024.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14815;111216;134025.42;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14865;111216;134026.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14915;111216;134027.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
14965;111216;134028.42;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
15015;111216;134029.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
15065;111216;134030.41;512145.6972N;091142.6101E;439.229105;0.00;0.17;0.17;0.00
15115;111216;134031.42;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
15165;111216;134032.41;512145.6972N;091142.6101E;439.229105;0.00;0.16;0.16;0.00
