7698226;161116;154000.16;512032.8281N;090912.3689E;334.732383;47.20;0.11;-0.27;26.70
7698252;161116;154001.34;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.70
7698293;161116;154002.36;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.27;26.70
7698329;161116;154003.16;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.27;26.70
7698379;161116;154004.36;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.70
7698429;161116;154005.16;512032.8281N;090912.3689E;334.732383;46.40;0.11;-0.26;26.60
7698479;161116;154006.36;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.70
7698529;161116;154007.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7698542;161116;154008.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7698569;161116;154009.35;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.26;26.70
7698619;161116;154010.16;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7698669;161116;154011.36;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7698719;161116;154012.16;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7698769;161116;154013.36;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7698819;161116;154014.16;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.26;26.60
7698869;161116;154015.36;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.60
7698919;161116;154016.16;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.60
7698969;161116;154017.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7699019;161116;154018.16;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.70
7699048;161116;154019.36;512032.8281N;090912.3689E;334.732383;46.60;0.10;-0.26;26.70
7699084;161116;154020.36;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.27;26.70
7699134;161116;154021.16;512032.8281N;090912.3689E;334.732383;47.40;0.10;-0.26;26.70
7699184;161116;154022.36;512032.8281N;090912.3689E;334.732383;46.80;0.10;-0.27;26.70
7699234;161116;154023.16;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.27;26.70
7699284;161116;154024.36;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.27;26.60
7699334;161116;154025.16;512032.8281N;090912.3689E;334.732383;47.20;0.10;-0.27;26.60
7699357;161116;154026.36;512032.8281N;090912.3689E;334.732383;46.90;0.10;-0.27;26.70
7699402;161116;154027.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.27;26.70
7699452;161116;154028.16;512032.8281N;090912.3689E;334.732383;47.30;0.11;-0.27;26.70
7699502;161116;154029.36;512032.8281N;090912.3689E;334.732383;46.50;0.11;-0.27;26.70
7699552;161116;154030.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.27;26.70
7699602;161116;154031.36;512032.8281N;090912.3689E;334.732383;47.00;0.10;-0.26;26.60
7699652;161116;154032.16;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7699678;161116;154033.16;512032.8281N;090912.3689E;334.732383;47.30;0.11;-0.26;26.70
7699728;161116;154034.36;512032.8281N;090912.3689E;334.732383;47.20;0.11;-0.27;26.70
7699778;161116;154035.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.27;26.60
7699819;161116;154036.36;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.60
7699869;161116;154037.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.60
7699919;161116;154038.36;512032.8281N;090912.3689E;334.732383;46.50;0.11;-0.26;26.60
7699969;161116;154039.16;512032.8281N;090912.3689E;334.732383;47.50;0.11;-0.26;26.70
7700019;161116;154040.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.60
7700069;161116;154041.16;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.26;26.70
7700119;161116;154042.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7700169;161116;154043.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.27;26.70
7700219;161116;154044.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7700269;161116;154045.16;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.70
7700298;161116;154046.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7700347;161116;154047.36;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.70
7700397;161116;154048.16;512032.8281N;090912.3689E;334.732383;47.30;0.11;-0.26;26.60
7700447;161116;154049.36;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.27;26.70
7700497;161116;154050.16;512032.8281N;090912.3689E;334.732383;47.20;0.10;-0.27;26.60
7700547;161116;154051.35;512032.8281N;090912.3689E;334.732383;46.90;0.10;-0.27;26.70
7700597;161116;154052.16;512032.8281N;090912.3689E;334.732383;47.10;0.10;-0.27;26.60
7700646;161116;154053.33;512032.8281N;090912.3689E;334.732383;47.30;0.11;-0.27;26.70
7700696;161116;154054.16;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7700746;161116;154055.36;512032.8281N;090912.3689E;334.732383;47.40;0.10;-0.27;26.70
7700796;161116;154056.16;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7700846;161116;154057.36;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.27;26.70
7700896;161116;154058.16;512032.8281N;090912.3689E;334.732383;46.80;0.10;-0.26;26.70
7700946;161116;154059.36;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.27;26.70
7700995;161116;154100.16;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.27;26.70
7701045;161116;154101.36;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.70
7701090;161116;154102.16;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7701140;161116;154103.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7701190;161116;154104.16;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.70
7701240;161116;154105.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7701290;161116;154106.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7701340;161116;154107.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7701390;161116;154108.16;512032.8281N;090912.3689E;334.732383;47.20;0.11;-0.26;26.70
7701440;161116;154109.32;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7701490;161116;154110.16;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7701540;161116;154111.35;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.70
7701590;161116;154112.16;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.70
7701640;161116;154113.32;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7701690;161116;154114.16;512032.8281N;090912.3689E;334.732383;47.30;0.11;-0.26;26.70
7701700;161116;154115.35;512032.8281N;090912.3689E;334.732383;45.80;0.11;-0.26;26.70
7701745;161116;154116.16;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.70
7701771;161116;154117.36;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.27;26.70
7701819;161116;154118.36;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.27;26.70
7701869;161116;154119.16;512032.8281N;090912.3689E;334.732383;47.30;0.10;-0.27;26.70
7701899;161116;154120.36;512032.8281N;090912.3689E;334.732383;46.90;0.10;-0.27;26.70
7701939;161116;154121.36;512032.8281N;090912.3689E;334.732383;47.20;0.10;-0.26;26.70
7701976;161116;154122.16;512032.8281N;090912.3689E;334.732383;47.60;0.10;-0.27;26.60
7702026;161116;154123.36;512032.8281N;090912.3689E;334.732383;46.90;0.10;-0.27;26.70
7702076;161116;154124.16;512032.8281N;090912.3689E;334.732383;47.20;0.10;-0.27;26.70
7702126;161116;154125.36;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7702176;161116;154126.16;512032.8281N;090912.3689E;334.732383;47.30;0.11;-0.27;26.70
7702194;161116;154127.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.27;26.70
7702244;161116;154128.16;512032.8281N;090912.3689E;334.732383;46.80;0.10;-0.27;26.70
7702294;161116;154129.36;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.26;26.70
7702344;161116;154130.16;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7702394;161116;154131.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.80
7702444;161116;154132.16;512032.8281N;090912.3689E;334.732383;47.60;0.11;-0.27;26.80
7702458;161116;154133.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7702508;161116;154134.16;512032.8281N;090912.3689E;334.732383;47.20;0.11;-0.26;26.70
7702532;161116;154135.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.80
7702550;161116;154136.36;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.80
7702573;161116;154137.36;512032.8281N;090912.3689E;334.732383;46.50;0.11;-0.26;26.80
7702623;161116;154138.16;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7702673;161116;154139.36;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.70
7702723;161116;154140.16;512032.8281N;090912.3689E;334.732383;47.30;0.11;-0.26;26.80
7702773;161116;154141.36;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.26;26.80
7702823;161116;154142.16;512032.8281N;090912.3689E;334.732383;47.20;0.11;-0.26;26.80
7702873;161116;154143.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.80
7702923;161116;154144.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.80
7702973;161116;154145.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7703023;161116;154146.16;512032.8281N;090912.3689E;334.732383;47.20;0.10;-0.27;26.70
7703073;161116;154147.36;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.27;26.70
7703123;161116;154148.16;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.27;26.80
7703155;161116;154149.36;512032.8281N;090912.3689E;334.732383;47.00;0.10;-0.27;26.80
7703195;161116;154150.35;512032.8281N;090912.3689E;334.732383;46.50;0.10;-0.27;26.80
7703245;161116;154151.16;512032.8281N;090912.3689E;334.732383;47.20;0.10;-0.27;26.80
7703295;161116;154152.36;512032.8281N;090912.3689E;334.732383;47.00;0.10;-0.28;26.70
7703345;161116;154153.16;512032.8281N;090912.3689E;334.732383;47.20;0.11;-0.27;26.70
7703395;161116;154154.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.27;26.80
7703445;161116;154155.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.27;26.80
7703495;161116;154156.36;512032.8281N;090912.3689E;334.732383;47.10;0.10;-0.27;26.80
7703545;161116;154157.16;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.27;26.80
7703594;161116;154158.36;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7703644;161116;154159.16;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.70
7703685;161116;154200.36;512032.8281N;090912.3689E;334.732383;47.20;0.11;-0.27;26.70
7703735;161116;154201.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7703785;161116;154202.36;512032.8281N;090912.3689E;334.732383;47.20;0.11;-0.26;26.70
7703835;161116;154203.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.70
7703885;161116;154204.36;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.26;26.70
7703935;161116;154205.16;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.80
7703985;161116;154206.36;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.70
7704035;161116;154207.16;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
7704085;161116;154208.36;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.26;26.70
7704135;161116;154209.16;512032.8281N;090912.3689E;334.732383;47.20;0.11;-0.26;26.70
7704185;161116;154210.35;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.80
7704235;161116;154211.16;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.80
7704285;161116;154212.34;512032.8281N;090912.3689E;334.732383;47.60;0.11;-0.26;26.80
7704335;161116;154213.16;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.80
7704362;161116;154214.36;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.27;26.80
7704411;161116;154215.36;512032.8281N;090912.3689E;334.732383;47.10;0.11;-0.27;26.80
7704461;161116;154216.16;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.27;26.80
7704511;161116;154217.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.27;26.80
7704561;161116;154218.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.27;26.80
7704611;161116;154219.36;512032.8281N;090912.3689E;334.732383;47.20;0.10;-0.27;26.80
7704661;161116;154220.16;512032.8281N;090912.3689E;334.732383;47.00;0.10;-0.27;26.80
7704711;161116;154221.36;512032.8281N;090912.3689E;334.732383;47.00;0.10;-0.27;26.80
7704761;161116;154222.16;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.27;26.80
7704811;161116;154223.36;512032.8281N;090912.3689E;334.732383;47.30;0.11;-0.26;26.80
7704861;161116;154224.16;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.27;26.70
7704911;161116;154225.36;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.27;26.70
7704961;161116;154226.16;512032.8281N;090912.3689E;334.732383;47.00;0.11;-0.26;26.70
7705011;161116;154227.36;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.27;26.80
7705061;161116;154228.16;512032.8281N;090912.3689E;334.732383;46.40;0.11;-0.26;26.80
7705111;161116;154229.36;512032.8281N;090912.3689E;334.732383;46.80;0.11;-0.26;26.80
7705161;161116;154230.16;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.80
7705194;161116;154231.36;512032.8281N;090912.3689E;334.732383;46.50;0.11;-0.26;26.80
7705243;161116;154232.36;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.26;26.80
7705293;161116;154233.16;512032.8281N;090912.3689E;334.732383;46.60;0.11;-0.26;26.80
7705343;161116;154234.36;512032.8281N;090912.3689E;334.732383;46.90;0.11;-0.26;26.80
7705393;161116;154235.16;512032.8281N;090912.3689E;334.732383;46.70;0.11;-0.26;26.70
