4108452;37.099854;-4.896240;822822107.000000
4108456;37.099854;-4.759155;822824856.000000
4108457;37.099854;-4.746704;822825103.000000
4108458;37.099854;-4.736328;822825304.000000
4108459;37.099854;-4.726318;822825504.000000
4108460;37.099854;-4.716431;822825704.000000
4108461;37.099854;-4.706665;822825903.000000
4108462;37.099854;-4.696777;822826104.000000
4108463;37.099854;-4.686768;822826303.000000
4108464;37.099854;-4.676392;822826509.000000
4108465;37.099854;-4.666382;822826710.000000
4108466;37.099854;-4.656738;822826906.000000
4108467;37.099854;-4.646851;822827105.000000
4108468;37.099854;-4.636597;822827306.000000
4108469;37.099854;-4.626221;822827506.000000
4108470;37.099854;-4.616211;822827704.000000
4108471;37.099854;-4.606201;822827906.000000
4108472;37.099854;-4.596313;822828106.000000
4108473;37.099854;-4.586670;822828305.000000
4108474;37.099854;-4.576660;822828506.000000
4108475;37.099976;-4.566772;822828704.000000
4108476;37.099976;-4.556641;822828906.000000
4108477;37.099976;-4.546509;822829106.000000
4108478;37.099976;-4.536865;822829305.000000
4108479;37.099976;-4.526855;822829505.000000
4108480;37.099976;-4.516846;822829706.000000
4108481;37.099976;-4.506714;822829907.000000
4108482;37.099976;-4.496582;822830107.000000
4108483;37.099976;-4.486450;822830306.000000
4108484;37.099976;-4.476929;822830500.000000
4108485;37.099976;-4.466675;822830702.000000
4108486;37.099976;-4.456665;822830902.000000
4108487;37.099976;-4.446655;822831102.000000
4108488;37.099976;-4.436646;822831304.000000
4108489;37.099976;-4.426880;822831503.000000
4108490;37.099976;-4.416626;822831707.000000
4108491;37.099976;-4.406372;822831906.000000
4108495;37.099976;-4.366821;822832703.000000
4108496;37.099976;-4.356934;822832903.000000
4108497;37.099976;-4.346924;822833102.000000
4108498;37.099976;-4.336792;822833303.000000
4108499;37.099976;-4.326782;822833504.000000
4108500;37.099976;-4.316895;822833702.000000
4108501;37.099976;-4.307007;822833902.000000
4108502;37.099976;-4.296875;822834104.000000
4108503;37.099976;-4.286499;822834305.000000
4108504;37.099976;-4.276611;822834503.000000
4108505;37.099976;-4.266602;822834705.000000
4108506;37.099976;-4.256958;822834901.000000
4108507;37.099976;-4.246826;822835105.000000
4108508;37.099976;-4.236694;822835305.000000
4108509;37.099976;-4.226562;822835503.000000
4108510;37.099976;-4.216553;822835704.000000
4108511;37.099976;-4.206787;822835901.000000
4108512;37.099976;-4.196655;822836105.000000
4108513;37.099976;-4.186523;822836305.000000
4108514;37.099976;-4.176392;822836505.000000
4108515;37.099976;-4.166382;822836704.000000
4108516;37.099976;-4.156616;822836903.000000
4108517;37.099976;-4.146606;822837105.000000
4108518;37.099976;-4.136719;822837304.000000
4108519;37.099976;-4.126709;822837504.000000
4108520;37.099976;-4.116699;822837705.000000
4108521;37.099976;-4.106445;822837910.000000
4108522;37.099976;-4.096680;822838107.000000
4108523;37.099976;-4.086792;822838307.000000
4108524;37.099976;-4.076782;822838505.000000
4108525;37.099976;-4.066406;822838705.000000
4108526;37.099976;-4.056152;822838909.000000
4108527;37.099976;-4.046387;822839107.000000
4108528;37.099976;-4.036377;822839308.000000
4108529;37.099976;-4.026733;822839507.000000
4108530;37.099976;-4.016602;822839708.000000
4108531;37.099976;-4.006592;822839908.000000
4108532;37.099976;-3.996460;822840108.000000
4108533;37.099976;-3.986938;822840302.000000
4108534;37.099976;-3.976929;822840504.000000
4108535;37.099976;-3.966797;822840704.000000
4108536;37.099976;-3.956543;822840903.000000
4108537;37.099976;-3.946533;822841102.000000
4108538;37.099976;-3.936523;822841304.000000
4108539;37.099976;-3.926514;822841505.000000
4108540;37.099976;-3.916748;822841707.000000
4108541;37.099976;-3.906616;822841907.000000
4108542;37.099976;-3.896362;822842108.000000
4108543;37.099976;-3.886597;822842304.000000
4108544;37.099854;-3.876587;822842505.000000
4108545;37.099854;-3.866577;822842707.000000
4108546;37.099854;-3.856689;822842905.000000
4108547;37.099854;-3.846436;822843103.000000
4108548;37.099854;-3.836304;822843303.000000
4108549;37.099854;-3.826294;822843505.000000
4108550;37.099854;-3.816650;822843701.000000
4108551;37.099854;-3.806519;822843909.000000
4108552;37.099854;-3.796631;822844105.000000
4108553;37.099854;-3.786621;822844305.000000
4108554;37.099854;-3.776733;822844503.000000
4108555;37.099854;-3.766724;822844704.000000
4108556;37.099854;-3.756836;822844903.000000
4108557;37.099854;-3.746704;822845105.000000
4108558;37.099854;-3.736572;822845305.000000
4108559;37.099854;-3.726318;822845505.000000
4108560;37.099854;-3.716064;822845711.000000
4108561;37.099854;-3.706177;822845910.000000
4108562;37.099854;-3.696533;822846108.000000
4108563;37.099854;-3.686523;822846308.000000
4108564;37.099854;-3.676514;822846508.000000
4108565;37.099854;-3.666504;822846707.000000
4108566;37.099854;-3.656616;822846906.000000
4108567;37.099854;-3.646484;822847109.000000
4108568;37.099854;-3.636597;822847307.000000
4108569;37.099854;-3.626343;822847510.000000
4108570;37.099854;-3.616089;822847710.000000
4108571;37.099854;-3.606323;822847908.000000
4108572;37.099854;-3.596558;822848109.000000
4108573;37.099854;-3.586548;822848309.000000
4108574;37.099854;-3.576660;822848507.000000
4108575;37.099854;-3.566406;822848709.000000
4108576;37.099976;-3.556519;822848909.000000
4108577;37.099976;-3.546753;822849107.000000
4108578;37.099976;-3.536743;822849308.000000
4108579;37.099976;-3.526733;822849508.000000
4108580;37.099976;-3.516479;822849709.000000
4108581;37.099976;-3.506226;822849909.000000
4108582;37.099976;-3.496216;822850109.000000
4108583;37.099976;-3.486328;822850308.000000
4108584;37.099976;-3.476807;822850502.000000
4108585;37.099976;-3.466919;822850703.000000
4108586;37.099976;-3.456787;822850903.000000
4108587;37.099976;-3.446899;822851103.000000
4108588;37.099976;-3.436768;822851305.000000
4108589;37.099976;-3.426758;822851506.000000
4108590;37.099976;-3.416626;822851708.000000
4108591;37.099976;-3.397095;822852091.000000
4108592;37.099976;-3.386597;822852302.000000
4108593;37.099976;-3.376709;822852503.000000
4108594;37.099976;-3.366821;822852705.000000
4108595;37.099976;-3.356567;822852910.000000
4108596;37.099976;-3.346680;822853105.000000
4108597;37.099976;-3.336426;822853305.000000
4108598;37.099976;-3.326660;822853503.000000
4108599;37.099976;-3.316772;822853705.000000
4108600;37.099976;-3.306885;822853905.000000
4108601;37.099976;-3.296753;822854106.000000
4108602;37.099976;-3.286621;822854304.000000
4108603;37.099976;-3.276611;822854503.000000
4108604;37.099976;-3.266113;822854711.000000
4108605;37.099976;-3.256226;822854911.000000
4108606;37.099976;-3.246582;822855110.000000
4108607;37.099976;-3.236450;822855312.000000
4108608;37.099976;-3.226562;822855508.000000
4108609;37.099976;-3.216309;822855710.000000
4108610;37.099976;-3.206299;822855912.000000
4108611;37.099976;-3.196533;822856110.000000
4108612;37.099976;-3.186401;822856310.000000
4108613;37.099976;-3.176147;822856512.000000
4108614;37.099976;-3.166260;822856710.000000
4108615;37.099976;-3.156372;822856912.000000
4108616;37.099976;-3.146606;822857111.000000
4108617;37.099976;-3.136719;822857308.000000
4108618;37.099976;-3.126587;822857508.000000
4108619;37.099976;-3.116333;822857709.000000
4108620;37.099976;-3.106567;822857909.000000
4108621;37.099976;-3.096558;822858110.000000
4108622;37.099976;-3.086548;822858311.000000
4108623;37.099976;-3.076538;822858509.000000
4108624;37.099976;-3.066040;822858711.000000
4108625;37.099976;-3.056030;822858910.000000
4108626;37.099976;-3.045898;822859110.000000
4108627;37.099976;-3.036255;822859308.000000
